year;white;white_elo;black;black_elo;result;eco;moves
2024;Gukesh;2725;Giri;2749;Derrota;D12;1.d4 d5 2.Nf3 Nf6 3.e3 Bf5 4.c4 c6 5.Nc3 e6 6.Nh4 Bg6 7.Nxg6 hxg6 8.Qc2 Nbd7
2024;Gukesh;2725;Ding;2780;Derrota;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Bc5 5.c3 d6 6.a4 a5 7.Bg5 h6 8.Bh4 Ba7
2024;Gukesh;2725;Praggnanandhaa;2743;Empate;E31;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 0-0 5.Bg5 c5 6.d5 exd5 7.cxd5 d6 8.e3 h6
2024;Gukesh;2725;Nepomniachtchi;2769;Vitoria;D50;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c5 5.cxd5 cxd4 6.Qxd4 exd5 7.Bg5 Be7 8.e3 0-0
2024;Gukesh;2725;Wei;2740;Empate;D38;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 5.Qb3 a5 6.Bg5 c6 7.e3 h6 8.Bh4 Nbd7
2024;Maghsoodloo;2740;Gukesh;2725;Vitoria;D38;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 5.Qa4+ Nc6 6.e3 0-0 7.Qc2 b6 8.Bd2 Re8
2024;Wei;2740;Gukesh;2725;Derrota;A13;1.Nf3 d5 2.e3 Nf6 3.c4 e6 4.b3 Bd6 5.Bb2 Nc6 6.cxd5 exd5 7.g3 0-0 8.Bg2 Qe7
2024;Gukesh;2725;Vidit;2742;Empate;C42;1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.0-0 0-0 8.c4 c6
2024;Giri;2749;Gukesh;2725;Derrota;A28;1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.d3 d5 5.cxd5 Nxd5 6.g3 Nf6 7.Bg5 Be7 8.Bg2 0-0
2024;Wei;2740;Gukesh;2725;Vitoria;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 d6 6.Bg5 h6 7.Bh4 a6 8.Nbd2 Ba7
2024;Gukesh;2725;Abdusattorov;2727;Empate;C55;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Be7 5.0-0 0-0 6.Nc3 d6 7.a4 Bg4 8.h3 Bh5
2024;Gukesh;2743;Navara;2667;Derrota;A25;1.c4 Nf6 2.Nc3 e5 3.e3 Nc6 4.Qb3 b6 5.Nf3 Bb7 6.a3 e4 7.Ng5 Qe7 8.Qc2 0-0-0
2024;Gukesh;2743;Bartel;2660;Derrota;D35;1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 Be7 5.cxd5 exd5 6.h3 Nbd7 7.Bf4 Nf8 8.e3 Ng6
2024;Van Foreest;2682;Gukesh;2725;Vitoria;C45;1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qf6 5.Nb3 Qg6 6.f3 Bd6 7.Nc3 Nge7 8.f4 Bb4
2024;Abasov;2632;Gukesh;2743;Vitoria;E32;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 h6 5.Nf3 c5 6.dxc5 Na6 7.g3 Nxc5 8.Bg2 Nce4
2024;Gukesh;2743;Abasov;2632;Vitoria;C43;1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 d5 5.dxe5 Nc5 6.Be2 Be7 7.0-0 0-0 8.Re1 c6
2024;Nguyen;2630;Gukesh;2743;Vitoria;A13;1.c4 e6 2.g3 d5 3.Bg2 d4 4.Nf3 c5 5.0-0 Ne7 6.d3 Nec6 7.e3 Be7 8.Re1 0-0
2024;Donchenko;2643;Gukesh;2725;Vitoria;E48;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 0-0 5.Bd3 d5 6.cxd5 exd5 7.a3 Bd6 8.Qc2 c6
2024;Gukesh;2725;Warmerdam;2625;Vitoria;D32;1.c4 e6 2.Nc3 d5 3.d4 c5 4.cxd5 cxd4 5.Qa4+ Bd7 6.Qxd4 exd5 7.Qxd5 Nf6 8.Qd1 Bb4
2024;Stefansson;2531;Gukesh;2764;Vitoria;E10;1.d4 Nf6 2.c4 e6 3.Nf3 h6 4.g3 Bb4+ 5.Bd2 Be7 6.Bg2 0-0 7.0-0 d5 8.Qc2 c6
2024;Gorodetzky;2497;Gukesh;2794;Vitoria;A21;1.c4 e5 2.g3 d6 3.Bg2 f5 4.Nc3 Nf6 5.e3 Be7 6.Nge2 0-0 7.0-0 c6 8.d3 Be6
2024;Ju;2549;Gukesh;2725;Empate;E11;1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Be7 5.Nc3 0-0 6.e4 d5 7.Bd3 dxe4 8.Nxe4 c5
2024;Gukesh;2794;Petursson;2405;Vitoria;E11;1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Nbd2 b6 5.a3 Bxd2+ 6.Nxd2 Bb7 7.e3 0-0 8.b3 d5
2024;Gukesh;2758;Niermann;2387;Vitoria;A48;1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 0-0 5.c3 d6 6.e3 Nbd7 7.Bd3 e5 8.0-0 h6
2024;Colbow;2376;Gukesh;2743;Vitoria;B85;1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e6 5.Nc3 Qc7 6.Be2 Nf6 7.0-0 Be7 8.Be3 0-0
